Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Extensible ontology-based views for business process models","Knowledge and Information Systems","","63","10","10.1007/s10115-021-01604-1","Michael AdamsAndreas V. HenseArthur H. M. ter Hofstede","2021","http://link.springer.com/article/10.1007/s10115-021-01604-1","Article"
"Zur Zukunft des IT-Sicherheitsmanagements angesichts des Wandels von Technik und Serviceerbringung","Datenschutz und Datensicherheit - DuD","","45","10","10.1007/s11623-021-1516-0","Prof. Dr. Eberhard von Faber","2021","http://link.springer.com/article/10.1007/s11623-021-1516-0","Article"
"Risk Assessment Driven Use of Advanced SIEM Technology for Cyber Protection of Critical e-Health Processes","SN Computer Science","","3","1","10.1007/s42979-021-00858-4","Luigi CoppolinoLuigi SgaglioneSalvatore D’AntonioMario MagliuloLuigi RomanoRoberto Pacelli","2021","http://link.springer.com/article/10.1007/s42979-021-00858-4","Article"
"A blockchain-based forensic model for financial crime investigation: the embezzlement scenario","Digital Finance","","3","3 - 4","10.1007/s42521-021-00035-5","Lamprini ZarpalaFran Casino","2021","http://link.springer.com/article/10.1007/s42521-021-00035-5","Article"
"Corporate governance and CSR disclosure: evidence from European financial institutions","International Journal of Disclosure and Governance","","18","4","10.1057/s41310-021-00117-1","Hanen Ben FatmaJamel Chouaibi","2021","http://link.springer.com/article/10.1057/s41310-021-00117-1","Article"
"Pharmaceutical subsidy policy in Iran: a qualitative stakeholder analysis","Health Research Policy and Systems","","19","1","10.1186/s12961-021-00762-6","Alireza OlyaaeemaneshEbrahim JaafaripooyanAkbar AbdollahiaslMajid DavariSeyyed Meysam MousaviMansoor Delpasand","2021","http://link.springer.com/article/10.1186/s12961-021-00762-6","Article"
"Y-box Binding Protein 1: Looking Back to the Future","Biochemistry (Moscow)","","87","1","10.1134/S0006297922140024","Valentina Evdokimova","2022","http://link.springer.com/article/10.1134/S0006297922140024","Article"
"Decoding lessons from the Facebook Consent Decree: Does Sarbanes–Oxley foreshadow the future of privacy regulation?","International Journal of Disclosure and Governance","","19","1","10.1057/s41310-021-00124-2","Patrick M. RyleBrett L. BueltelMark A. McKnightJudy K. Beckman","2022","http://link.springer.com/article/10.1057/s41310-021-00124-2","Article"
"Citizens’ Behaviour and Compliance in Sub Saharan Africa Local Governments: the Role of Social Capital","Public Organization Review","","22","1","10.1007/s11115-020-00502-4","Maxwell Poul OgenthoNixon KamukamaJohn C. MuneneJoseph Mpeera NtayiSamuel Mafabi","2022","http://link.springer.com/article/10.1007/s11115-020-00502-4","Article"
"Multi-level privacy analysis of business processes: the Pleak toolset","International Journal on Software Tools for Technology Transfer","","24","2","10.1007/s10009-021-00636-w","Marlon DumasLuciano García-BañuelosJoosep JäägerPeeter LaudRaimundas MatulevičiusAlisa PankovaMartin PettaiPille Pullonen-RaudvereAivo TootsReedik TuulingMaksym Yerokhin","2022","http://link.springer.com/article/10.1007/s10009-021-00636-w","Article"
"Analysing factors impacting BPMS performance: a case of a challenged technology adoption","Software and Systems Modeling","","21","3","10.1007/s10270-021-00922-w","Lisa F. SeymourAshley Koopman","2022","http://link.springer.com/article/10.1007/s10270-021-00922-w","Article"
"An Automated Security Concerns Recommender Based on Use Case Specification Ontology","Automated Software Engineering","","29","2","10.1007/s10515-022-00334-0","Imano WilliamsXiaohong YuanMohd AnwarJ. Todd McDonald","2022","http://link.springer.com/article/10.1007/s10515-022-00334-0","Article"
"Do political connections reduce earnings management?","Review of Quantitative Finance and Accounting","","59","1","10.1007/s11156-022-01062-y","Mohamed KhalilSandy HariantoYilmaz Guney","2022","http://link.springer.com/article/10.1007/s11156-022-01062-y","Article"
"1.2 Unternehmenseinsatz Chancen der Self-Sovereign Identities (SSI) aus Sicht von Unternehmen für das Identity & Access Management (IAM)","Digitale Welt","","6","3","10.1007/s42354-022-0519-9","Klaudia Pätsch","2022","http://link.springer.com/article/10.1007/s42354-022-0519-9","Article"
"A survey on internet of energy security: related fields, challenges, threats and emerging technologies","Cluster Computing","","25","4","10.1007/s10586-021-03423-z","Mazin Mohammed MogademYan LiDaniel Limenew Meheretie","2022","http://link.springer.com/article/10.1007/s10586-021-03423-z","Article"
"Cyber risk and voluntary Service Organization Control (SOC) audits","Review of Accounting Studies","","","","10.1007/s11142-022-09713-0","Jordan Schoenfeld","2022","http://link.springer.com/article/10.1007/s11142-022-09713-0","Article"
"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach","Mobile Networks and Applications","","","","10.1007/s11036-022-02042-1","Sondes KsibiFaouzi JaidiAdel Bouhoula","2022","http://link.springer.com/article/10.1007/s11036-022-02042-1","Article"
"Authorization schemes for internet of things: requirements, weaknesses, future challenges and trends","Complex & Intelligent Systems","","8","5","10.1007/s40747-022-00765-y","Abid KhanAwais AhmadMansoor AhmedJadran SessaMarco Anisetti","2022","http://link.springer.com/article/10.1007/s40747-022-00765-y","Article"
"A literature survey of security issues in Cloud, Fog, and Edge IT infrastructure","Electronic Commerce Research","","","","10.1007/s10660-022-09615-y","Patricia AkelloNicole Lang BeebeKim-Kwang Raymond Choo","2022","http://link.springer.com/article/10.1007/s10660-022-09615-y","Article"
"Panacea or poison: Assessing how well basic propensity score modeling can replicate results from randomized controlled trials in criminal justice research","Journal of Experimental Criminology","","","","10.1007/s11292-022-09532-y","Christopher M. CampbellRyan M. Labrecque","2022","http://link.springer.com/article/10.1007/s11292-022-09532-y","Article"
"Exploring the integration of local and scientific knowledge in early warning systems for disaster risk reduction: a review","Natural Hazards","","114","2","10.1007/s11069-022-05468-8","Thirze D. G. HermansRobert Šakić TrogrlićMarc J. C. van den HombergHannah BailonRebecca SarkuAnuszka Mosurska","2022","http://link.springer.com/article/10.1007/s11069-022-05468-8","Article"
"Does Venture Capital Backing Improve Disclosure Controls and Procedures? Evidence from Management’s Post-IPO Disclosures","Journal of Business Ethics","","","","10.1007/s10551-022-05272-1","Douglas CummingLars Helge HassLinda A. MyersMonika Tarsalewska","2022","http://link.springer.com/article/10.1007/s10551-022-05272-1","Article"
"Prevention and Control of Financial Fraud: a Scoping Review","European Journal on Criminal Policy and Research","","","","10.1007/s10610-022-09532-8","Sofie GotelaereLetizia Paoli","2022","http://link.springer.com/article/10.1007/s10610-022-09532-8","Article"
"Multi-level Team Assignment in Social Business Processes: An Algorithm and Simulation Study","Information Systems Frontiers","","24","6","10.1007/s10796-021-10211-y","Rong LiuAkhil KumarJuhnyoung Lee","2022","http://link.springer.com/article/10.1007/s10796-021-10211-y","Article"
"Approaching predictors of success for sports clubs by applying the organizational capacity framework","German Journal of Exercise and Sport Research","","","","10.1007/s12662-022-00865-4","Carina Post","2022","http://link.springer.com/article/10.1007/s12662-022-00865-4","Article"
"CyberSAGE: The cyber security argument graph evaluation tool","Empirical Software Engineering","","28","1","10.1007/s10664-021-10056-8","William G. TempleYue WuCarmen ChehYuan LiBinbin ChenZbigniew T. KalbarczykWilliam H. SandersDavid Nicol","2022","http://link.springer.com/article/10.1007/s10664-021-10056-8","Article"
"Corruption Detection Systems and Skills, and Employee Retention in South African Universities","Journal of Academic Ethics","","","","10.1007/s10805-022-09466-0","Bethuel Sibongiseni NgcamuEvangelos Mantzaris","2022","http://link.springer.com/article/10.1007/s10805-022-09466-0","Article"
"The impact of personal sense of power on unethical decision-making: a moderated mediation model of love of money motive and power distance orientation","DECISION","","50","1","10.1007/s40622-023-00340-5","D. M. Sachinthanee DissanayakeAnanda K. L. Jayawardana","2023","http://link.springer.com/article/10.1007/s40622-023-00340-5","Article"
"Corporate narrative disclosure practices in the Middle East and North Africa (MENA) region: a systematic literature review","International Journal of Disclosure and Governance","","","","10.1057/s41310-023-00173-9","Mohammed Adel Elzahaby","2023","http://link.springer.com/article/10.1057/s41310-023-00173-9","Article"
"Fedidchain: An Innovative Blockchain-Enabled Framework for Cross-Border Interoperability and Trust Management in Identity Federation Systems","Journal of Network and Systems Management","","31","2","10.1007/s10922-023-09731-6","Samia El HaddoutiAbdellah OuaguidMohamed Dafir Ech-Cherif El Kettani","2023","http://link.springer.com/article/10.1007/s10922-023-09731-6","Article"
"Islamic finance and governance indicators: empirical evidence from Islamic finance-permitting countries","International Journal of Disclosure and Governance","","","","10.1057/s41310-023-00177-5","Puteri Nur Balqis Megat MazlanNafez Fayez HershTajul Ariffin MasronNurhafiza Abdul Kader Malim","2023","http://link.springer.com/article/10.1057/s41310-023-00177-5","Article"
"Privacy-aware access control (PAAC)-based biometric authentication protocol (Bap) for mobile edge computing environment","Soft Computing","","","","10.1007/s00500-023-08226-5","G. ReshmaB. T. PrasannaH. S. Niranjana MurthyT. S. N. MurthyS. ParthibanM. Sangeetha","2023","http://link.springer.com/article/10.1007/s00500-023-08226-5","Article"
"Corporate governance from colonial Ceylon to post-civil war Sri Lanka","Journal of Management and Governance","","","","10.1007/s10997-023-09678-5","Kamil K. NazlibenLuc RenneboogEmil Uduwalage","2023","http://link.springer.com/article/10.1007/s10997-023-09678-5","Article"
"Understanding Fraud in the Not-For-Profit Sector: A Stakeholder Perspective for Charities","Journal of Business Ethics","","","","10.1007/s10551-023-05373-5","Saffet A. UygurChristopher J. Napier","2023","http://link.springer.com/article/10.1007/s10551-023-05373-5","Article"
"Dynamic Optimization of Role Concepts for Role-Based Access Control Using Evolutionary Algorithms","SN Computer Science","","4","4","10.1007/s42979-023-01805-1","Simon AndererTobias KempterBernd ScheuermannSanaz Mostaghim","2023","http://link.springer.com/article/10.1007/s42979-023-01805-1","Article"
"Systematic review of SIEM technology: SIEM-SC birth","International Journal of Information Security","","22","3","10.1007/s10207-022-00657-9","Juan Miguel López VelásquezSergio Mauricio Martínez MonterrubioLuis Enrique Sánchez CrespoDavid Garcia Rosado","2023","http://link.springer.com/article/10.1007/s10207-022-00657-9","Article"
"Role-based access using partial homomorphic encryption for securing cloud data","International Journal of System Assurance Engineering and Management","","14","3","10.1007/s13198-023-01896-2","Urvashi Rahul SaxenaTaj Alam","2023","http://link.springer.com/article/10.1007/s13198-023-01896-2","Article"
"The Complementarity Investment in University-Industry Collaboration","Innovative Higher Education","","48","3","10.1007/s10755-022-09641-6","Jeffrey C. SunHeather A. Turner","2023","http://link.springer.com/article/10.1007/s10755-022-09641-6","Article"
"What Same-Sex Adoption Laws Can Tell Us About the Gender Wage Gap in the United States","Journal of Family and Economic Issues","","44","2","10.1007/s10834-022-09835-2","John LevendisAaron Lowen","2023","http://link.springer.com/article/10.1007/s10834-022-09835-2","Article"
"A cyber resilience analysis case study of an industrial operational technology environment","Environment Systems and Decisions","","43","2","10.1007/s10669-023-09895-1","Kirsty PerrettIan David Wilson","2023","http://link.springer.com/article/10.1007/s10669-023-09895-1","Article"
"Developing and implementing social engineering-prevention policies: a qualitative study","Security Journal","","","","10.1057/s41284-023-00385-2","Kevin F. SteinmetzThomas J. HoltChristopher G. Brewer","2023","http://link.springer.com/article/10.1057/s41284-023-00385-2","Article"
"A quantitative framework for security assurance evaluation and selection of cloud services: a case study","International Journal of Information Security","","","","10.1007/s10207-023-00709-8","Ankur ShuklaBasel KattMuhammad Mudassar Yamin","2023","http://link.springer.com/article/10.1007/s10207-023-00709-8","Article"
"Expert Perceptions on Anti-bribery and Corruption Policies in Sports Governing Bodies: Implications for Ethical Climate Theory","Journal of Business Ethics","","","","10.1007/s10551-023-05478-x","Christina Philippou","2023","http://link.springer.com/article/10.1007/s10551-023-05478-x","Article"
"Heuristics for constrained role mining in the post-processing framework","Journal of Ambient Intelligence and Humanized Computing","","14","8","10.1007/s12652-021-03648-1","Carlo BlundoStelvio CimatoLuisa Siniscalchi","2023","http://link.springer.com/article/10.1007/s12652-021-03648-1","Article"
